gene,sl_score,sl_n_drivers,sl_drivers,deg_score,deg_cancers,drug_score,n_drugs,approved_drugs,drug_names,immune_score,actionability
ZNF85,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CHIA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAXC,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TP53AIP1,0.0,0,,0.0,BRCA(↓-1.3),0.0,0,0,,0.0,0.0
CCN3,0.0,0,,0.0,BRCA(↓-1.6),0.0,0,0,,0.0,0.0
SFTA1P,0.0,0,,0.0,LUAD(↓-2.7),0.0,0,0,,0.0,0.0
VPS8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DIPK2A,0.0,0,,0.0,BRCA(↓-1.0),0.0,0,0,,0.0,0.0
BCL2L13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SULT1C2P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC02861,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC079140.6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF90,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RTN3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPRIN3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC093525.8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KLF13,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
SNX29,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNF41,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CISD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL731563.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SSNA1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CLCN7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UBA6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TAF1A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C1orf194,0.0,0,,0.0,LUAD(↓-2.1),0.0,0,0,,0.0,0.0
SUSD5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RALB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC245884.9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC093227.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STK11,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NDUFB10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF681,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ALMS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL22P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CASC15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BCL2A1,0.0,0,,0.0,LUAD(↓-1.5),0.0,0,0,,0.0,0.0
PTRH2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SSBP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF318,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CDC123,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HLA-DQA2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSMD6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LONRF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CPED1,0.0,0,,0.0,"BRCA(↓-2.3), LUAD(↓-2.0)",0.0,0,0,,0.0,0.0
ANAPC15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC132008.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLCL2,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
IZUMO4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LYRM1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-1223P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FURIN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CAP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLIN5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VTA1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNF186,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
SPAG6,0.0,0,,0.0,LUAD(↓-1.6),0.0,0,0,,0.0,0.0
CACNA1C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC107214.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CPAMD8,0.0,0,,0.0,"BRCA(↓-1.4), LUAD(↓-2.1)",0.0,0,0,,0.0,0.0
NGF,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LPAR5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HLA-DPA1,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
CCL22,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DPH3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR3174,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL357093.2,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
RAB38,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC011468.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRIR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CBR3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6ATAC14P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRBV7-3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCDC28A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANKS1A,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
SNHG19,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SMOC1,0.0,0,,0.0,BRCA(↓-1.5),0.0,0,0,,0.0,0.0
FFAR2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC244258.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL162724.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CLEC12A,0.0,0,,0.0,LUAD(↓-1.9),0.0,0,0,,0.0,0.0
TJAP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC090994.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPP4R4,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
AL080243.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IQSEC3,0.0,0,,0.0,"BRCA(↓-1.1), LUAD(↓-1.6)",0.0,0,0,,0.0,0.0
ARHGEF35-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP000238.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL021328.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RBAK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KNOP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPT,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
AC040169.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZBTB8A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KRT7-AS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
S100A16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TCEAL4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLCXD3,0.0,0,,0.0,"BRCA(↓-1.3), LUAD(↓-1.0)",0.0,0,0,,0.0,0.0
C6orf226,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ENTR1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KANSL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GTF2IP23,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KCTD12,0.0,0,,0.0,"BRCA(↓-1.6), LUAD(↓-1.6)",0.0,0,0,,0.0,0.0
JMJD7-PLA2G4B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSTPIP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DNAJC25,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NUDT22,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL158801.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WASH3P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DHX36,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TNN,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
RPL12P47,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01781,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC022400.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC139769.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PF4,0.0,0,,0.0,LUAD(↓-1.6),0.0,0,0,,0.0,0.0
PTPRC,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
MMP24OS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GDPGP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TEX2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MS4A2,0.0,0,,0.0,LUAD(↓-2.0),0.0,0,0,,0.0,0.0
ADD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
Z93930.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TAF9B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNORA68B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SIX5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C20orf197,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EAF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NDUFS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GIMAP5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IPO5P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC019205.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC090498.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS6KA1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DDX19B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EFCC1,0.0,0,,0.0,LUAD(↓-2.5),0.0,0,0,,0.0,0.0
NFS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01152,0.0,0,,0.0,BRCA(↓-2.1),0.0,0,0,,0.0,0.0
WNT16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SHC3,0.0,0,,0.0,LUAD(↓-1.8),0.0,0,0,,0.0,0.0
RPS19P3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS4Y1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NAT8L,0.0,0,,0.0,BRCA(↓-2.6),0.0,0,0,,0.0,0.0
MTFR1L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL160286.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CAMK2B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MEGF8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCGF6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KMT2E,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC018558.7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIEF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL445423.1,0.0,0,,0.0,"BRCA(↓-1.1), LUAD(↓-1.2)",0.0,0,0,,0.0,0.0
AMH,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SFR1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DBI,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HES1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COMMD3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
U2AF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPP1R26-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MCM8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLXNB2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARIH1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM13C,0.0,0,,0.0,"BRCA(↓-1.6), LUAD(↓-1.2)",0.0,0,0,,0.0,0.0
KDM1A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZBTB6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF891,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERPINA3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANKRD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM89B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATRAID,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C9orf16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CRYBG3,0.0,0,,0.0,BRCA(↓-1.7),0.0,0,0,,0.0,0.0
ZFAND3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM117,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CFAP54,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC036176.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC073648.6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SMIM24,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC087276.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ESYT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZC4H2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZKSCAN4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPH3AL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01765,0.0,0,,0.0,LUAD(↓-1.9),0.0,0,0,,0.0,0.0
TXNRD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WNT3A,0.0,0,,0.0,LUAD(↓-3.4),0.0,0,0,,0.0,0.0
THAP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NFKBIE,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GSTM4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL23AP64,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZBTB46,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KMT5B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC139887.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C2CD3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR3131,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SIRT6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
S100B,0.0,0,,0.0,BRCA(↓-3.7),0.0,0,0,,0.0,0.0
PCIF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
POLD3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C12orf75,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TNFRSF19,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
RNU6-1035P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLA2G2D,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSD4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTGS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PKD1P3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM158,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSENEN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CXCL16,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
MGRN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PDCD5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC4A10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PENK,0.0,0,,0.0,BRCA(↓-1.9),0.0,0,0,,0.0,0.0
AC007040.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DDX51,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP002414.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CNP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CLINT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP002990.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRSS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MRPS21,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAPPC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CRK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CLASP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL137782.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL450384.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SCARNA18,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC022211.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL050341.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DNAJC18,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MRPS31,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VRK1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IRF3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNF121,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTGES3P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
STRIP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANXA2R,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARHGEF18,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANXA1,0.0,0,,0.0,BRCA(↓-2.5),0.0,0,0,,0.0,0.0
RTF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RAB11B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PSMD10P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC004069.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM120B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LDLRAD4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
QARS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01605,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NDUFAF8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PIK3C2A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SEPTIN8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RBPMS2,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
TRAV12-3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CRIM1-DT,0.0,0,,0.0,"BRCA(↓-1.5), LUAD(↓-1.2)",0.0,0,0,,0.0,0.0
AP5Z1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HELQ,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP003354.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RBM10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAPKAPK2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
YWHAZP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01956,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF660,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPP2R3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RP9P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZBTB47,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
TP53I3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNHG16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR3662,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAXDC2,0.0,0,,0.0,"BRCA(↓-2.3), LUAD(↓-1.3)",0.0,0,0,,0.0,0.0
C16orf87,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CST9L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
Z97633.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM88B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL035701.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF419,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CEP44,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CXCR2,0.0,0,,0.0,LUAD(↓-1.9),0.0,0,0,,0.0,0.0
PIK3R3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CSDC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLCO4C1,0.0,0,,0.0,LUAD(↓-1.9),0.0,0,0,,0.0,0.0
PLA2G10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYO1C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM167B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL139287.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UBE2M,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LIMD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LIAS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PABPC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UFM1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ERVH48-1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL049840.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UCKL1-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AIG1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL022345.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP003170.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MRGPRX3,0.0,0,,0.0,BRCA(↓-1.3),0.0,0,0,,0.0,0.0
RNU1-52P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPATA6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RGS9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DKK3,0.0,0,,0.0,"BRCA(↓-1.2), LUAD(↓-1.4)",0.0,0,0,,0.0,0.0
KLHL6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AMBP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC4A2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
UBP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC018521.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TNFAIP8L2,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
HRC,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
ABHD17B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PACRGL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LRPAP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CHPT1,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
CD3E,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NPM1P39,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM74B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C3orf14,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SMIM20,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SCAT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAV9-2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF611,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WNT7A,0.0,0,,0.0,LUAD(↓-2.4),0.0,0,0,,0.0,0.0
ZNF775,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PIANP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM210A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SCFD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
METTL23,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC015818.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL645728.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RADX,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
ZNF644,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZBTB49,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC114728.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SGTA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SL587P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTPRK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRBV6-5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NMNAT3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RELCH,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DPY19L1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LAMA2,0.0,0,,0.0,BRCA(↓-1.7),0.0,0,0,,0.0,0.0
TNIP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACSM3,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
CNTFR,0.0,0,,0.0,"BRCA(↓-3.2), LUAD(↓-1.7)",0.0,0,0,,0.0,0.0
VEGFD,0.0,0,,0.0,"BRCA(↓-4.7), LUAD(↓-4.1)",0.0,0,0,,0.0,0.0
WASHC3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DYNLT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WDFY3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC102953.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RASSF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC00471,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C19orf71,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF768,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IFT22,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FBXL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC022762.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MBD4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CETP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL35A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CEMIP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PECR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL109627.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF521,0.0,0,,0.0,BRCA(↓-1.0),0.0,0,0,,0.0,0.0
TMEM41A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HS6ST1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC090515.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNX18P13,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAJ16,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HS1BP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
H4C11,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
